[84, array([0.469 , 0.0457]), array([0.4688, 0.0438]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04394762]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04394762]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04409524]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04409524]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04424286]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04424286]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04439048]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04439048]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688   , 0.0445381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381, 0.0445381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.0445381 ]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619, 0.0445381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.0445381 ]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719   , 0.0445381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04468571]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04468571]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04483333]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04483333]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04498095]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04498095]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04512857]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04512857]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04527619]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04527619]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04527619]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04527619]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04527619]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04527619]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04527619]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04527619]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04542381]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04542381]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04557143]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04557143]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.4688    , 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46894762, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46909524, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46924286, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46939048, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4695381 , 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46968571, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46983333, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.46998095, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47012857, 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47027619, 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47042381, 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47057143, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47071905, 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47086667, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.47101429, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4711619 , 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47130952, 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47145714, 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47160476, 0.04571905]), 0.7854, 0.0]
[84, array([0.469 , 0.0457]), array([0.47175238, 0.04571905]), 0.7854, 1.0]
[84, array([0.469 , 0.0457]), array([0.4719    , 0.04571905]), 0.7854, 0.0]
