[82, array([0.4767, 0.0205]), array([0.4739, 0.0176]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01801905]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01801905]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739    , 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381 , 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619 , 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01812381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739    , 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381 , 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619 , 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01822857]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739    , 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381 , 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619 , 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01833333]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739   , 0.0184381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381, 0.0184381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619, 0.0184381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.0184381 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761   , 0.0184381]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739    , 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381 , 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619 , 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01854286]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739    , 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381 , 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619 , 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01864762]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739    , 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381 , 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619 , 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01875238]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739    , 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381 , 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619 , 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4761    , 0.01885714]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4739   , 0.0189619]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47400476, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47410952, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47421429, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47431905, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47442381, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47452857, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47463333, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4747381, 0.0189619]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47484286, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47494762, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47505238, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47515714, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.4752619, 0.0189619]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47536667, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47547143, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47557619, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47568095, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47578571, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47589048, 0.0189619 ]), 0.7854, 1.0]
[82, array([0.4767, 0.0205]), array([0.47599524, 0.0189619 ]), 0.7854, 1.0]
