[84, array([0.5183, 0.0037]), array([0.5156, 0.0015]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0024]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0024]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0024]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0024]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0027]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0027]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.518, 0.003]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521, 0.003]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.003 ]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.003 ]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0033]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0033]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0033]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0033]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0033]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0033]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0033]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0036]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0036]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0039]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0039]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0039]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0039]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0039]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0039]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0039]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0039]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0042]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0042]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0042]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0042]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0042]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0042]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0042]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0042]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0045]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0045]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0045]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0045]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0045]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0048]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0048]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0048]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0048]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0048]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0048]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0051]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0051]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0051]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0051]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0051]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0054]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0054]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0054]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0054]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5204, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5207, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.521 , 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5213, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5216, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5219, 0.0054]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5156, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5159, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5162, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5165, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5168, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5171, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5174, 0.0057]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5177, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.518 , 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5183, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5186, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5189, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5192, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5195, 0.0057]), 0.7854, 1.0]
[84, array([0.5183, 0.0037]), array([0.5198, 0.0057]), 0.7854, 0.0]
[84, array([0.5183, 0.0037]), array([0.5201, 0.0057]), 0.7854, 1.0]
